Local,time,Open,High,Low,Close,Volume
05.10.2006,20:00:00,1.26912,1.27022,1.25722,1.25983,1908063.25
06.10.2006,20:00:00,1.25983,1.25983,1.25983,1.25983,0
07.10.2006,20:00:00,1.25892,1.25957,1.25826,1.25938,148308.5
08.10.2006,20:00:00,1.25944,1.26124,1.25817,1.2592,2012492.375
09.10.2006,20:00:00,1.25909,1.2612,1.25182,1.25328,2000415.25
10.10.2006,20:00:00,1.25314,1.25555,1.25002,1.2518,1986143.375
11.10.2006,20:00:00,1.25183,1.25654,1.25138,1.25559,2018404.5
12.10.2006,20:00:00,1.2555,1.25763,1.24823,1.25241,1909235
13.10.2006,20:00:00,1.25241,1.25241,1.25241,1.25241,0
14.10.2006,20:00:00,1.25111,1.2518,1.24946,1.24984,145726.7031
15.10.2006,20:00:00,1.24972,1.25412,1.24863,1.25288,2007114.375
16.10.2006,20:00:00,1.2527,1.2566,1.25102,1.25375,2012162
17.10.2006,20:00:00,1.25365,1.25575,1.25001,1.25405,2007292
18.10.2006,20:00:00,1.25404,1.26394,1.25299,1.26257,2010139.75
19.10.2006,20:00:00,1.26253,1.26397,1.25975,1.26121,1912702.875
20.10.2006,20:00:00,1.26121,1.26121,1.26121,1.26121,0
21.10.2006,20:00:00,1.26115,1.26193,1.26037,1.26143,140569.5938
22.10.2006,20:00:00,1.2616,1.26209,1.25353,1.25457,2019916.625
23.10.2006,20:00:00,1.25448,1.25757,1.25228,1.2556,2006333.25
24.10.2006,20:00:00,1.25513,1.26214,1.25512,1.26124,2020281.5
25.10.2006,20:00:00,1.26133,1.27006,1.26087,1.26869,2023822.25
26.10.2006,20:00:00,1.2687,1.27493,1.26612,1.27343,1904742.125
27.10.2006,20:00:00,1.27343,1.27343,1.27343,1.27343,0
28.10.2006,20:00:00,1.27264,1.27362,1.27199,1.27269,146978.2031
29.10.2006,19:00:00,1.27284,1.27341,1.26996,1.27139,2029585.5
30.10.2006,19:00:00,1.27149,1.27808,1.26793,1.27638,1999979.625
31.10.2006,19:00:00,1.27637,1.27961,1.27413,1.27531,2027700.75
01.11.2006,19:00:00,1.27535,1.27836,1.27347,1.27759,2014180.75
02.11.2006,19:00:00,1.27748,1.27808,1.26825,1.27148,1915342.125
03.11.2006,19:00:00,1.27148,1.27148,1.27148,1.27148,0
04.11.2006,19:00:00,1.27083,1.27185,1.27062,1.27156,145797.5
05.11.2006,19:00:00,1.27151,1.27326,1.2689,1.27238,2009479.125
06.11.2006,19:00:00,1.27218,1.28186,1.27198,1.27758,2007145.25
07.11.2006,19:00:00,1.27755,1.28059,1.27457,1.27586,2010871.25
08.11.2006,19:00:00,1.27562,1.28469,1.27472,1.28319,2007793.75
09.11.2006,19:00:00,1.28308,1.28963,1.28263,1.28385,1906984.375
10.11.2006,19:00:00,1.28385,1.28385,1.28385,1.28385,0
11.11.2006,19:00:00,1.2836,1.28517,1.28317,1.28457,148364.9063
12.11.2006,19:00:00,1.28437,1.28768,1.27935,1.282,2011583
13.11.2006,19:00:00,1.28185,1.28695,1.27916,1.28114,2009447.625
14.11.2006,19:00:00,1.28092,1.28328,1.27725,1.28204,2003901.75
15.11.2006,19:00:00,1.2822,1.28361,1.27823,1.27897,2009616.625
16.11.2006,19:00:00,1.27876,1.28444,1.27586,1.28255,1909302.75
17.11.2006,19:00:00,1.28255,1.28255,1.28255,1.28255,0
18.11.2006,19:00:00,1.28203,1.28314,1.28155,1.28182,147113
19.11.2006,19:00:00,1.28179,1.28499,1.2801,1.28132,1989581.625
20.11.2006,19:00:00,1.28131,1.28529,1.2797,1.28409,2006284.25
21.11.2006,19:00:00,1.28378,1.29552,1.2837,1.29368,2005859.75
22.11.2006,19:00:00,1.29346,1.29735,1.29233,1.29487,2013550.25
23.11.2006,19:00:00,1.29494,1.31043,1.29431,1.3091,1900395.75
24.11.2006,19:00:00,1.3091,1.3091,1.3091,1.3091,0
25.11.2006,19:00:00,1.31103,1.31714,1.31096,1.31546,148732
26.11.2006,19:00:00,1.3154,1.31565,1.30856,1.31308,1981984
27.11.2006,19:00:00,1.31307,1.32163,1.31166,1.31997,2014144.75
28.11.2006,19:00:00,1.32003,1.32147,1.31322,1.31454,1951690.375
29.11.2006,19:00:00,1.31431,1.32732,1.31393,1.3248,2000100.5
30.11.2006,19:00:00,1.32504,1.33454,1.32187,1.33323,1903575
01.12.2006,19:00:00,1.33323,1.33323,1.33323,1.33323,0
02.12.2006,19:00:00,1.33303,1.33653,1.33266,1.33536,146031.5
03.12.2006,19:00:00,1.33526,1.33541,1.32815,1.33318,1989752.875
04.12.2006,19:00:00,1.33335,1.33611,1.32878,1.33135,2004492.75
05.12.2006,19:00:00,1.33141,1.33397,1.32542,1.32831,1993112.25
06.12.2006,19:00:00,1.32832,1.33232,1.32709,1.32828,2000070.75
07.12.2006,19:00:00,1.32816,1.3361,1.31911,1.31985,1920912.375
08.12.2006,19:00:00,1.31985,1.31985,1.31985,1.31985,0
09.12.2006,19:00:00,1.31791,1.31934,1.31649,1.3184,146811.5938
10.12.2006,19:00:00,1.31819,1.32614,1.31287,1.32481,2000119.75
11.12.2006,19:00:00,1.32481,1.32906,1.32126,1.32812,2018871.25
12.12.2006,19:00:00,1.32791,1.32858,1.31907,1.32143,2016813.125
13.12.2006,19:00:00,1.32144,1.32508,1.31373,1.31521,2008010.25
14.12.2006,19:00:00,1.31512,1.31817,1.30586,1.30785,1909944
15.12.2006,19:00:00,1.30785,1.30785,1.30785,1.30785,0
16.12.2006,19:00:00,1.3068,1.3086,1.3068,1.30803,145686.2969
17.12.2006,19:00:00,1.30804,1.31165,1.30522,1.3101,1998156.625
18.12.2006,19:00:00,1.30995,1.32141,1.30794,1.3204,2019648.125
19.12.2006,19:00:00,1.32033,1.32432,1.31584,1.31827,2010522.5
20.12.2006,19:00:00,1.31825,1.32121,1.3142,1.31789,2002917
21.12.2006,19:00:00,1.31797,1.32116,1.31084,1.31247,1921390.75
22.12.2006,19:00:00,1.31247,1.31247,1.31247,1.31247,0
23.12.2006,19:00:00,1.31207,1.31361,1.31141,1.31349,143693.7031
24.12.2006,19:00:00,1.31316,1.31648,1.30974,1.31318,2031912.75
25.12.2006,19:00:00,1.31312,1.31401,1.30865,1.31059,2053577.75
26.12.2006,19:00:00,1.3107,1.31764,1.30973,1.31211,2011843.75
27.12.2006,19:00:00,1.31219,1.31997,1.31017,1.31437,2024002.25
28.12.2006,19:00:00,1.31425,1.32049,1.31347,1.3192,1935527
29.12.2006,19:00:00,1.3192,1.3192,1.3192,1.3192,0
30.12.2006,19:00:00,1.31917,1.31975,1.31876,1.31913,139917.5
31.12.2006,19:00:00,1.31908,1.32176,1.3165,1.3212,1995253.25
01.01.2007,19:00:00,1.32137,1.32951,1.32101,1.32724,2009651.25
02.01.2007,19:00:00,1.32702,1.32903,1.31461,1.3169,2016586.75
03.01.2007,19:00:00,1.31689,1.31783,1.30704,1.3086,2007975.25
04.01.2007,19:00:00,1.30866,1.31029,1.29804,1.29995,1916538.375
05.01.2007,19:00:00,1.29995,1.29995,1.29995,1.29995,0
06.01.2007,19:00:00,1.29963,1.30166,1.29921,1.30039,147057.5938
07.01.2007,19:00:00,1.30055,1.30389,1.29722,1.30356,2008339.25
08.01.2007,19:00:00,1.3035,1.30517,1.29855,1.29919,2000760.25
09.01.2007,19:00:00,1.29921,1.30002,1.29261,1.29347,2024176.25
10.01.2007,19:00:00,1.29345,1.30124,1.28804,1.2891,2006020
11.01.2007,19:00:00,1.28909,1.29418,1.28668,1.29215,1901452
12.01.2007,19:00:00,1.29215,1.29215,1.29215,1.29215,0
13.01.2007,19:00:00,1.29124,1.29301,1.29124,1.29242,145868.9063
14.01.2007,19:00:00,1.29254,1.2955,1.29121,1.29299,1996016.125
15.01.2007,19:00:00,1.29338,1.29875,1.29062,1.29165,2024047.25
16.01.2007,19:00:00,1.29159,1.29494,1.28973,1.29368,1995550.75
17.01.2007,19:00:00,1.29372,1.29756,1.28971,1.2959,1998417.25
18.01.2007,19:00:00,1.29594,1.29998,1.29129,1.29485,1912796.75
19.01.2007,19:00:00,1.29485,1.29485,1.29485,1.29485,0
20.01.2007,19:00:00,1.29467,1.2964,1.29441,1.2959,142418
21.01.2007,19:00:00,1.29597,1.29769,1.29201,1.29466,1999560.25
22.01.2007,19:00:00,1.29486,1.30423,1.29288,1.302,2006431.125
23.01.2007,19:00:00,1.30195,1.30357,1.29475,1.29609,2004162.625
24.01.2007,19:00:00,1.2959,1.30002,1.29139,1.29357,2006920.125
25.01.2007,19:00:00,1.29329,1.29391,1.28807,1.29154,1908831.625
26.01.2007,19:00:00,1.29154,1.29154,1.29154,1.29154,0
27.01.2007,19:00:00,1.2913,1.29246,1.2907,1.29192,144621.5938
28.01.2007,19:00:00,1.29215,1.29655,1.28948,1.29601,2008845.125
29.01.2007,19:00:00,1.29608,1.298,1.29436,1.29617,1994957.375
30.01.2007,19:00:00,1.2963,1.30356,1.29239,1.3022,2007278.75
31.01.2007,19:00:00,1.30211,1.30482,1.30011,1.30123,2001901.5
01.02.2007,19:00:00,1.3014,1.30615,1.29474,1.2958,1915940.5
02.02.2007,19:00:00,1.2958,1.2958,1.2958,1.2958,0
03.02.2007,19:00:00,1.29532,1.29646,1.29498,1.29582,140985.4063
04.02.2007,19:00:00,1.29597,1.29651,1.29126,1.29316,2007367.25
05.02.2007,19:00:00,1.29302,1.29904,1.29095,1.29802,1995282
06.02.2007,19:00:00,1.2982,1.30232,1.29647,1.30209,2006523.125
07.02.2007,19:00:00,1.30208,1.30428,1.29759,1.30343,2013665.375
08.02.2007,19:00:00,1.30359,1.30452,1.29817,1.30047,1917801.625
09.02.2007,19:00:00,1.30047,1.30047,1.30047,1.30047,0
10.02.2007,19:00:00,1.29899,1.30237,1.2983,1.30167,151109.9063
11.02.2007,19:00:00,1.30147,1.30359,1.2939,1.2956,2038653.125
12.02.2007,19:00:00,1.29546,1.30426,1.29498,1.30298,1995206.875
13.02.2007,19:00:00,1.30264,1.31488,1.30218,1.31368,2007682.375
14.02.2007,19:00:00,1.31346,1.31716,1.31173,1.31329,2013517.25
15.02.2007,19:00:00,1.31316,1.31443,1.30958,1.31356,1912794.75
16.02.2007,19:00:00,1.31356,1.31356,1.31356,1.31356,0
17.02.2007,19:00:00,1.31266,1.31621,1.31266,1.31465,143662.7969
18.02.2007,19:00:00,1.31462,1.3161,1.31201,1.31498,2029745.875
19.02.2007,19:00:00,1.31492,1.31881,1.31271,1.3146,2016416.125
20.02.2007,19:00:00,1.31434,1.31648,1.31116,1.31361,2007480.25
21.02.2007,19:00:00,1.31354,1.31404,1.30796,1.31212,2003030.625
22.02.2007,19:00:00,1.31227,1.31863,1.31013,1.31627,1919778.125
23.02.2007,19:00:00,1.31627,1.31627,1.31627,1.31627,0
24.02.2007,19:00:00,1.31622,1.3186,1.31581,1.318,143690.7969
25.02.2007,19:00:00,1.31808,1.31971,1.31491,1.31911,2003567.125
26.02.2007,19:00:00,1.31911,1.32578,1.31579,1.32259,2000891.625
27.02.2007,19:00:00,1.32297,1.32369,1.31787,1.32273,1989967.375
28.02.2007,19:00:00,1.32255,1.32389,1.31547,1.31644,2011117.5
01.03.2007,19:00:00,1.31656,1.31998,1.31408,1.31882,1901846.75
02.03.2007,19:00:00,1.31882,1.31882,1.31882,1.31882,0
03.03.2007,19:00:00,1.31847,1.32101,1.31817,1.3182,145321.7031
04.03.2007,19:00:00,1.31802,1.31926,1.30723,1.3084,2005407.375
05.03.2007,19:00:00,1.30813,1.3139,1.30798,1.31332,2001061.625
06.03.2007,19:00:00,1.31338,1.31844,1.31086,1.31747,1998426.25
07.03.2007,19:00:00,1.31735,1.31813,1.31154,1.31365,1995945.375
08.03.2007,19:00:00,1.31343,1.31583,1.30864,1.31126,1907882.625
09.03.2007,19:00:00,1.31126,1.31126,1.31126,1.31126,0
10.03.2007,19:00:00,1.31236,1.31415,1.31068,1.31242,144953.5938
11.03.2007,20:00:00,1.31221,1.31992,1.31054,1.3186,2009176.875
12.03.2007,20:00:00,1.31857,1.32186,1.31547,1.31867,2004232.75
13.03.2007,20:00:00,1.31856,1.3244,1.31764,1.32318,2023897.125
14.03.2007,20:00:00,1.32323,1.32791,1.31919,1.32783,2004994.375
15.03.2007,20:00:00,1.3278,1.33381,1.32722,1.33103,1894184.125
16.03.2007,20:00:00,1.33103,1.33103,1.33103,1.33103,0
17.03.2007,20:00:00,1.33082,1.33196,1.33039,1.33161,673741.375
18.03.2007,20:00:00,1.33142,1.33241,1.3278,1.33095,2009526.125
19.03.2007,20:00:00,1.33097,1.33232,1.32701,1.33135,2697619
20.03.2007,20:00:00,1.33137,1.34094,1.32861,1.33956,2674355.75
21.03.2007,20:00:00,1.33958,1.34002,1.3309,1.33285,2670839.75
22.03.2007,20:00:00,1.33311,1.33407,1.32749,1.32812,2549144.5
23.03.2007,20:00:00,1.32812,1.32812,1.32812,1.32812,0
24.03.2007,20:00:00,1.32795,1.32949,1.32571,1.32708,801882.1875
25.03.2007,20:00:00,1.32724,1.33455,1.32534,1.33267,633067.625
26.03.2007,20:00:00,1.33277,1.33667,1.33013,1.33482,614434.3125
27.03.2007,20:00:00,1.332,1.33716,1.33006,1.33082,625586.1875
28.03.2007,20:00:00,1.33084,1.33517,1.32984,1.33285,631056.1875
29.03.2007,20:00:00,1.33277,1.33985,1.3288,1.33535,920597.375
30.03.2007,20:00:00,1.33535,1.33535,1.33535,1.33535,0
31.03.2007,20:00:00,1.33525,1.3379,1.33495,1.3354,89109.6016
01.04.2007,20:00:00,1.3353,1.33802,1.33312,1.33715,1083944.375
02.04.2007,20:00:00,1.33709,1.33802,1.33179,1.33225,1073795.125
03.04.2007,20:00:00,1.3323,1.3381,1.3321,1.3374,1078796
04.04.2007,20:00:00,1.3374,1.3441,1.33525,1.34245,943729.625
05.04.2007,20:00:00,1.34245,1.3428,1.3364,1.33835,424575.875
06.04.2007,20:00:00,1.33835,1.33835,1.33835,1.33835,0
07.04.2007,20:00:00,1.33732,1.3387,1.33635,1.3368,89566
08.04.2007,20:00:00,1.3368,1.3379,1.334,1.3353,415206.1563
09.04.2007,20:00:00,1.3353,1.3456,1.3349,1.34285,1221595.25
10.04.2007,20:00:00,1.3429,1.3441,1.34065,1.3436,1046517.313
11.04.2007,20:00:00,1.3436,1.3504,1.34315,1.3486,857578.9375
12.04.2007,20:00:00,1.3485,1.35525,1.34815,1.35233,475318.4375
13.04.2007,20:00:00,1.35233,1.35233,1.35233,1.35233,0
14.04.2007,20:00:00,1.35285,1.3577,1.35221,1.3568,91544.1016
15.04.2007,20:00:00,1.35685,1.357,1.35221,1.3527,957397.1875
16.04.2007,20:00:00,1.3527,1.3594,1.3525,1.35715,1048149.125
17.04.2007,20:00:00,1.3572,1.362,1.3556,1.36145,1199612.625
18.04.2007,20:00:00,1.36145,1.3628,1.35605,1.3624,913949.5
19.04.2007,20:00:00,1.3624,1.3637,1.35809,1.35853,1019758.25
20.04.2007,20:00:00,1.35853,1.35853,1.35853,1.35853,0
21.04.2007,20:00:00,1.35893,1.3607,1.3585,1.3599,51480.6992
22.04.2007,20:00:00,1.3598,1.36025,1.354,1.358,711124.875
23.04.2007,20:00:00,1.358,1.3643,1.3548,1.36335,1103965.125
24.04.2007,20:00:00,1.3634,1.3665,1.3622,1.3639,891863
25.04.2007,20:00:00,1.3639,1.3654,1.3584,1.3592,1224942.625
26.04.2007,20:00:00,1.3593,1.3682,1.35865,1.36541,1007695.563
27.04.2007,20:00:00,1.36541,1.36541,1.36541,1.36541,0
28.04.2007,20:00:00,1.36492,1.36553,1.3615,1.36235,95204.7969
29.04.2007,20:00:00,1.36235,1.36777,1.35884,1.3651,661827.3125
30.04.2007,20:00:00,1.36515,1.36711,1.35897,1.36021,663136.125
01.05.2007,20:00:00,1.36026,1.36097,1.35598,1.35927,658226.5
02.05.2007,20:00:00,1.3593,1.36193,1.35459,1.35508,667260.3125
03.05.2007,20:00:00,1.35512,1.36088,1.35344,1.35826,627684.875
04.05.2007,20:00:00,1.35826,1.35826,1.35826,1.35826,0
05.05.2007,20:00:00,1.35891,1.36031,1.35882,1.35917,91286.8984
06.05.2007,20:00:00,1.3592,1.36255,1.35897,1.35957,670362.1875
07.05.2007,20:00:00,1.35962,1.36202,1.35155,1.35377,673291.375
08.05.2007,20:00:00,1.35379,1.35641,1.35187,1.35326,659581.625
09.05.2007,20:00:00,1.35325,1.35624,1.34656,1.34757,674125.1875
10.05.2007,20:00:00,1.3476,1.35305,1.34628,1.35206,635856.875
11.05.2007,20:00:00,1.35206,1.35206,1.35206,1.35206,0
12.05.2007,20:00:00,1.3526,1.35433,1.3517,1.35397,96707.1016
13.05.2007,20:00:00,1.35395,1.3557,1.35235,1.35417,666226.875
14.05.2007,20:00:00,1.3542,1.36071,1.35264,1.35896,667524.625
15.05.2007,20:00:00,1.35901,1.36081,1.35035,1.35208,672132.125
16.05.2007,20:00:00,1.3521,1.35421,1.34773,1.34937,665732.8125
17.05.2007,20:00:00,1.3494,1.35205,1.34648,1.35058,625631.5
18.05.2007,20:00:00,1.35058,1.35058,1.35058,1.35058,0
19.05.2007,20:00:00,1.35051,1.35288,1.34979,1.35195,98498.3984
20.05.2007,20:00:00,1.35195,1.35214,1.34359,1.3462,661448.3125
21.05.2007,20:00:00,1.34615,1.34744,1.34376,1.34487,663223.625
22.05.2007,20:00:00,1.34487,1.35004,1.34149,1.34541,666930.375
23.05.2007,20:00:00,1.34537,1.34602,1.34155,1.34221,670874.8125
24.05.2007,20:00:00,1.34215,1.34714,1.34114,1.34497,504892.5938
25.05.2007,20:00:00,1.34497,1.34497,1.34497,1.34497,0
26.05.2007,20:00:00,1.34388,1.3451,1.34322,1.3446,268952.9063
27.05.2007,20:00:00,1.34456,1.34579,1.34425,1.34505,657377.125
28.05.2007,20:00:00,1.34509,1.35183,1.34192,1.34507,663017
29.05.2007,20:00:00,1.34511,1.34563,1.34079,1.3431,661319.625
30.05.2007,20:00:00,1.3431,1.3471,1.34219,1.34528,663849.6875
31.05.2007,20:00:00,1.34526,1.34602,1.33915,1.34406,506819.9063
01.06.2007,20:00:00,1.34406,1.34406,1.34406,1.34406,0
02.06.2007,20:00:00,1.34468,1.34473,1.34353,1.3442,274651.5
03.06.2007,20:00:00,1.34422,1.34978,1.34317,1.34907,658113
04.06.2007,20:00:00,1.34909,1.35515,1.34885,1.35157,662570.375
05.06.2007,20:00:00,1.35162,1.35371,1.34844,1.34957,663013.5
06.06.2007,20:00:00,1.34963,1.35113,1.34209,1.34247,659573.125
07.06.2007,20:00:00,1.34251,1.34269,1.33225,1.33684,618281.5
08.06.2007,20:00:00,1.33684,1.33684,1.33684,1.33684,0
09.06.2007,20:00:00,1.33717,1.33729,1.33513,1.33559,92613
10.06.2007,20:00:00,1.33557,1.33606,1.33325,1.3349,654331.6875
11.06.2007,20:00:00,1.33496,1.33683,1.32981,1.33,647280.1875
12.06.2007,20:00:00,1.32997,1.33144,1.32621,1.3307,647115.6875
13.06.2007,20:00:00,1.33067,1.33221,1.32789,1.3308,653253.8125
14.06.2007,20:00:00,1.33077,1.33888,1.33047,1.33741,491663.5
15.06.2007,20:00:00,1.33741,1.33741,1.33741,1.33741,0
16.06.2007,20:00:00,1.33859,1.3388,1.33737,1.33855,278734.3125
17.06.2007,20:00:00,1.3386,1.34178,1.33822,1.34147,642318.8125
18.06.2007,20:00:00,1.34156,1.34343,1.3384,1.34229,635136.8125
19.06.2007,20:00:00,1.34233,1.3436,1.339,1.33967,641042.8125
20.06.2007,20:00:00,1.33973,1.34044,1.33717,1.33888,638015.8125
21.06.2007,20:00:00,1.33889,1.34683,1.33772,1.34629,608437.125
22.06.2007,20:00:00,1.34629,1.34629,1.34629,1.34629,0
23.06.2007,20:00:00,1.34667,1.34711,1.34548,1.34616,88518.3984
24.06.2007,20:00:00,1.34617,1.34719,1.34384,1.34623,625846.375
25.06.2007,20:00:00,1.34617,1.34764,1.3431,1.34491,629831.1875
26.06.2007,20:00:00,1.34484,1.34548,1.34167,1.3454,630931.8125
27.06.2007,20:00:00,1.34536,1.34788,1.34233,1.34363,630253.6875
28.06.2007,20:00:00,1.34359,1.35464,1.34284,1.35416,483231.1875
29.06.2007,20:00:00,1.35416,1.35416,1.35416,1.35416,0
30.06.2007,20:00:00,1.35411,1.35465,1.35258,1.35343,277310.3125
01.07.2007,20:00:00,1.35344,1.36374,1.35258,1.36187,613119.6875
02.07.2007,20:00:00,1.36193,1.36323,1.35833,1.36054,605410.6875
03.07.2007,20:00:00,1.36061,1.36299,1.36044,1.36159,602458.1875
04.07.2007,20:00:00,1.36164,1.36574,1.35784,1.35922,616735.1875
05.07.2007,20:00:00,1.35931,1.36396,1.35678,1.36226,583368.625
06.07.2007,20:00:00,1.36226,1.36226,1.36226,1.36226,0
07.07.2007,20:00:00,1.36247,1.36347,1.36204,1.36237,76657.1016
08.07.2007,20:00:00,1.3624,1.36372,1.36086,1.36203,574519.1875
09.07.2007,20:00:00,1.36196,1.37822,1.35935,1.37429,595630.6875
10.07.2007,20:00:00,1.37419,1.37795,1.37299,1.37443,605041.625
11.07.2007,20:00:00,1.37437,1.37971,1.37419,1.37823,595202.5
12.07.2007,20:00:00,1.37817,1.38103,1.37621,1.37843,442585
13.07.2007,20:00:00,1.37843,1.37843,1.37843,1.37843,0
14.07.2007,20:00:00,1.37832,1.37901,1.37676,1.3775,265630.9063
15.07.2007,20:00:00,1.37749,1.38019,1.37603,1.37733,519774.1875
16.07.2007,20:00:00,1.37734,1.37974,1.3758,1.37935,539368.8125
17.07.2007,20:00:00,1.37932,1.3831,1.37565,1.38045,556303.5
18.07.2007,20:00:00,1.38044,1.38284,1.37852,1.37968,552985.5
19.07.2007,20:00:00,1.37955,1.38418,1.37777,1.38315,801833.1875
20.07.2007,20:00:00,1.38315,1.38315,1.38315,1.38315,0
21.07.2007,20:00:00,1.38334,1.38438,1.38268,1.38364,240408.2031
22.07.2007,20:00:00,1.38357,1.38452,1.37912,1.37982,860823
23.07.2007,20:00:00,1.37997,1.38515,1.37951,1.38195,862692.625
24.07.2007,20:00:00,1.38179,1.38251,1.36944,1.37203,859919.4375
25.07.2007,20:00:00,1.372,1.37714,1.36888,1.37502,859175.875
26.07.2007,20:00:00,1.37499,1.37521,1.36204,1.36322,840826.25
27.07.2007,20:00:00,1.36322,1.36322,1.36322,1.36322,0
28.07.2007,20:00:00,1.36206,1.36415,1.36058,1.36322,33563.8438
29.07.2007,20:00:00,1.36321,1.37274,1.36175,1.37197,860957.25
30.07.2007,20:00:00,1.37197,1.3724,1.36636,1.36711,863489.75
